STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 00:51,FM-15,OVC:08 37,10.00,,42,5.6,36,2.4,25,-3.9,51,5,VRB,,29.91,8,,30.06,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 01:51,FM-15,OVC:08 36,10.00,,41,5.0,36,2.0,25,-3.9,53,3,VRB,,29.91,,,30.06,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 02:51,FM-15,OVC:08 34,10.00,,41,5.0,36,2.1,26,-3.3,55,5,280,,29.91,,,30.06,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 03:51,FM-15,OVC:08 31,10.00,,41,5.0,36,2.1,26,-3.3,55,9,280,,29.91,6,,30.06,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 04:51,FM-15,OVC:08 44,10.00,,40,4.4,35,1.7,26,-3.3,58,10,270,16,29.89,,,30.04,0.00,30.06,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 05:51,FM-15,OVC:08 35,10.00,,40,4.4,35,1.7,26,-3.3,58,7,290,,29.90,,,30.05,0.00,30.07,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 06:51,FM-15,OVC:08 36,10.00,,39,3.9,34,1.3,26,-3.3,60,0,000,,29.91,5,,30.06,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 07:51,FM-15,OVC:08 36,10.00,,39,3.9,34,1.2,25,-3.9,57,7,280,,29.91,,,30.05,0.00,30.08,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 08:51,FM-15,FEW:02 38,10.00,,39,3.9,34,1.1,24,-4.4,55,7,260,,29.92,,,30.06,0.00,30.09,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 09:51,FM-15,OVC:08 35,10.00,,40,4.4,35,1.6,25,-3.9,55,5,290,,29.92,3,,30.06,0.00,30.09,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 10:51,FM-15,OVC:08 34,10.00,,40,4.4,35,1.5,24,-4.4,53,6,VRB,20,29.90,,,30.05,0.00,30.07,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 11:51,FM-15,OVC:08 36,10.00,,40,4.4,35,1.4,23,-5.0,51,9,270,,29.87,,,30.02,0.00,30.04,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 12:51,FM-15,OVC:08 37,10.00,,40,4.4,35,1.4,23,-5.0,51,14,280,20,29.84,8,,29.99,0.00,30.01,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 13:51,FM-15,OVC:08 40,10.00,,40,4.4,35,1.4,23,-5.0,51,7,VRB,22,29.83,,,29.97,0.00,30.00,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 14:51,FM-15,BKN:07 39 OVC:08 47,10.00,,39,3.9,33,0.8,21,-6.1,48,11,VRB,26,29.83,,,29.98,0.00,30.00,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 15:51,FM-15,OVC:08 60,10.00,,39,3.9,33,0.8,20,-6.7,46,,,,29.83,6,,29.97,0.00,30.00,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 16:51,FM-15,CLR:00,10.00,,38,3.3,33,0.3,20,-6.7,48,11,280,18,29.82,,,29.97,0.00,29.99,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 17:51,FM-15,CLR:00,10.00,,38,3.3,33,0.3,20,-6.7,48,8,300,20,29.84,,,29.99,0.00,30.01,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 18:51,FM-15,FEW:02 60,10.00,,37,2.8,32,-0.1,20,-6.7,50,13,290,18,29.86,3,,30.00,0.00,30.03,,,,,,,,,,1220,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 19:51,FM-15,CLR:00,10.00,,37,2.8,32,-0.2,19,-7.2,48,9,280,16,29.87,,,30.02,0.00,30.04,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 20:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.6,19,-7.2,50,7,290,,29.88,,,30.03,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 21:51,FM-15,CLR:00,10.00,,35,1.7,30,-0.9,20,-6.7,54,,,,29.88,0,,30.02,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 22:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.0,19,-7.2,52,6,VRB,,29.88,,,30.03,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 23:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.2,16,-8.9,46,9,270,20,29.88,,,30.03,0.00,30.05,42,34,38,4.7,,,,27,0,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,42,34,38,4.7,52,23,33,27,0,1220,2140,,0.00,0.0,0,29.88,30.02,7.6,26,300,17,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 00:51,FM-15,BKN:07 60,10.00,,34,1.1,29,-1.7,15,-9.4,46,6,VRB,18,29.88,0,,30.02,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 01:51,FM-15,CLR:00,10.00,,34,1.1,29,-1.7,16,-8.9,48,8,VRB,16,29.88,,,30.02,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 02:51,FM-15,CLR:00,10.00,,34,1.1,29,-1.6,17,-8.3,50,8,290,,29.90,,,30.04,0.00,30.07,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 03:51,FM-15,CLR:00,10.00,,34,1.1,29,-1.6,17,-8.3,50,14,280,21,29.88,0,,30.03,0.00,30.05,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 04:51,FM-15,CLR:00,10.00,,33,0.6,28,-2.0,18,-7.8,54,10,280,16,29.89,,,30.04,0.00,30.06,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 05:51,FM-15,CLR:00,10.00,,33,0.6,28,-2.0,18,-7.8,54,9,270,,29.90,,,30.05,0.00,30.07,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 06:51,FM-15,SCT:04 60,10.00,,33,0.6,28,-2.0,18,-7.8,54,0,000,,29.91,3,,30.06,0.00,30.08,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 07:51,FM-15,OVC:08 50,10.00,,34,1.1,29,-1.5,18,-7.8,52,5,270,,29.92,,,30.07,0.00,30.09,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 08:51,FM-15,OVC:08 45,10.00,,34,1.1,29,-1.6,17,-8.3,50,7,260,,29.94,,,30.09,0.00,30.11,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 09:51,FM-15,OVC:08 44,10.00,,35,1.7,30,-1.2,17,-8.3,48,6,VRB,,29.95,2,,30.10,0.00,30.12,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 10:51,FM-15,OVC:08 43,10.00,,37,2.8,32,-0.2,18,-7.8,46,6,VRB,,29.93,,,30.08,0.00,30.10,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 11:51,FM-15,SCT:04 41,10.00,,37,2.8,32,-0.3,17,-8.3,44,5,VRB,16,29.90,,,30.05,0.00,30.07,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 12:51,FM-15,SCT:04 43,10.00,,38,3.3,32,0.2,17,-8.3,43,8,VRB,,29.86,8,,30.01,0.00,30.03,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 13:51,FM-15,CLR:00,10.00,,39,3.9,33,0.7,18,-7.8,43,8,250,,29.84,,,29.99,0.00,30.01,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 14:51,FM-15,CLR:00,10.00,,39,3.9,33,0.7,19,-7.2,45,9,290,17,29.83,,,29.98,0.00,30.00,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 15:51,FM-15,OVC:08 46,10.00,,40,4.4,34,1.2,19,-7.2,43,7,290,,29.84,5,,29.99,0.00,30.01,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 16:51,FM-15,OVC:08 48,10.00,,39,3.9,33,0.7,18,-7.8,43,7,VRB,,29.85,,,30.00,0.00,30.02,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 17:51,FM-15,CLR:00,10.00,,37,2.8,32,-0.3,17,-8.3,44,6,310,17,29.86,,,30.01,0.00,30.03,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 18:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.7,17,-8.3,46,0,000,,29.86,1,,30.01,0.00,30.03,,,,,,,,,,1220,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 19:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.7,17,-8.3,46,7,290,,29.86,,,30.01,0.00,30.03,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 20:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.1,18,-7.8,50,5,240,,29.85,,,30.00,0.00,30.02,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 21:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.7,18,-7.8,48,,,,29.83,8,,29.99,0.00,30.00,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 22:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.0,19,-7.2,52,7,VRB,,29.82,,,29.97,0.00,29.99,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 23:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.5,20,-6.7,52,8,250,,29.81,,,29.96,0.00,29.98,40,32,36,2.9,,,,29,0,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,32,36,2.9,48,18,30,29,0,1220,2141,,0.00,0.0,0,29.88,30.02,6.7,23,270,15,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-03 00:51,FM-15,CLR:00,10.00,,35,1.7,30,-1.0,20,-6.7,54,0,000,,29.79,8,,29.94,0.00,29.96,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-03 01:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.5,20,-6.7,52,11,260,,29.77,,,29.92,0.00,29.94,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,39.6,40.7889,-73.9669,2016-01-03 02:51,FM-15,CLR:00,10.00,,36,2.2,31,-0.5,20,-6.7,52,7,240,16,29.74,,,29.89,0.00,29.91,,,,,,,,,,1220,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
