trip_distance,tpep_pickup_datetime,tpep_dropoff_datetime,total_amount,tolls_amount,tip_amount,store_and_fwd_flag,stop_time,start_time,region_name,postal_code,pickup_longitude,pickup_latitude,payment_type,passenger_count,mta_tax,longitude,latitude,improvement_surcharge,fare_amount,extra,dropoff_longitude,dropoff_latitude,city_name,all_day,VendorID,STATION_NAME,STATION,RatecodeID,REPORTTPYE,PeakWindDirection,MonthlyWetBulbTemp,MonthlyTotalSnowfall,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD,MonthlyTotalLiquidPrecip,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyMinimumTemp,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureTime,MonthlyMinSeaLevelPressureDate,MonthlyMeanTemp,MonthlyMaximumTemp,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureTime,MonthlyMaxSeaLevelPressureDate,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowDepth,MonthlyGreatestPrecipDate,MonthlyGreatestPrecip,MonthlyDewpointTemp,MonthlyDeptFromNormalPrecip,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyDeptFromNormalAverageTemp,MonthlyDaysWithLT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT1Snow,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT001Precip,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyAverageWindSpeed,MonthlyAverageRH,LONGITUDE,LATITUDE,HOURLYWindSpeed,HOURLYWindGustSpeed,HOURLYWindDirection,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYVISIBILITY,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYSKYCONDITIONS,HOURLYRelativeHumidity,HOURLYPressureTendency,HOURLYPressureChange,HOURLYPrecip,HOURLYPRSENTWEATHERTYPE,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYAltimeterSetting,ELEVATION,DATE,DAILYWeather,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,DAILYSunset,DAILYSunrise,DAILYSnowfall,DAILYSnowDepth,DAILYPrecip,DAILYPeakWindSpeed,DAILYMinimumDryBulbTemp,DAILYMaximumDryBulbTemp,DAILYHeatingDegreeDays,DAILYDeptFromNormalAverageTemp,DAILYCoolingDegreeDays,DAILYAverageWindSpeed,DAILYAverageWetBulbTemp,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageRelativeHumidity,DAILYAverageDryBulbTemp,DAILYAverageDewPointTemp
3.20,2016-01-06 09:18:29,2016-01-06 09:42:24,21.35,0,3.55,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.993980407714844,40.751201629638672,1,1,0.5,-73.968,40.759,0.3,17,0,-73.968490600585938,40.790782928466797,New York,2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.30,2016-01-06 09:18:29,2016-01-06 09:27:48,8.8,0,0,N,2022-04-16 02:00:00 | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00,New York | New York,None | 10028,-73.9869384765625,40.73944091796875,2,1,0.5,-73.9651814 | -73.9634699,40.7745779 | 40.7792134,0.3,8,0,-73.975189208984375,40.755901336669922,New York | New York,1 | 2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.00,2016-01-06 09:18:29,2016-01-06 09:43:48,15.8,0,0,N,None,None,None,None,-73.979873657226562,40.735160827636719,2,1,0.5,None,None,0.3,15,0,-73.990791320800781,40.755157470703125,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.70,2016-01-06 09:18:29,2016-01-06 09:38:37,16,0,1.7,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.99188232421875,40.74993896484375,1,1,0.5,-73.968,40.759,0.3,13.5,0,-73.976188659667969,40.740779876708984,New York,2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.89,2016-01-06 09:18:29,2016-01-06 09:33:10,16.56,0,2.76,N,None,None,None,None,-73.996551513671875,40.737300872802734,1,1,0.5,None,None,0.3,13,0,-74.01409912109375,40.713920593261719,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.05,2016-01-06 09:18:29,2016-01-06 09:27:44,8.3,0,0,N,None,None,None,None,-74.008781433105469,40.71905517578125,2,1,0.5,None,None,0.3,7.5,0,-73.998542785644531,40.728591918945313,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.43,2016-01-06 09:18:29,2016-01-06 09:34:49,14.75,0,2.95,N,None | None | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00 | 2016-01-01 02:00:00,New York | New York | New York,None | None | 10038,-73.9952392578125,40.749820709228516,1,1,0.5,-74.0064 | -74.0064 | -74.0081571,40.7142 | 40.7142 | 40.7090990,0.3,11,0,-73.977333068847656,40.755458831787109,New York | New York | New York,1 | 1 | 0,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.69,2016-01-06 09:18:29,2016-01-06 09:29:55,11.76,0,1.96,N,None,None,None,None,-74.000816345214844,40.752349853515625,1,1,0.5,None,None,0.3,9,0,-73.990501403808594,40.740100860595703,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.90,2016-01-06 09:18:30,2016-01-06 09:23:43,6.3,0,0,N,None,None,None,None,-74.016860961914062,40.706317901611328,2,1,0.5,None,None,0.3,5.5,0,-74.010536193847656,40.708808898925781,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.60,2016-01-06 09:18:30,2016-01-06 09:39:57,17.75,0,2.95,N,None,None,None,None,-73.956573486328125,40.767017364501953,1,1,0.5,None,None,0.3,14,0,-73.976974487304688,40.762519836425781,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.20,2016-01-06 09:18:30,2016-01-06 09:29:58,10.8,0,1.5,N,None | None | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00 | 2016-01-01 02:00:00,New York | New York | New York,None | None | 10038,-73.966964721679688,40.769847869873047,1,1,0.5,-74.0064 | -74.0064 | -74.0081571,40.7142 | 40.7142 | 40.7090990,0.3,8.5,0,-73.984306335449219,40.769893646240234,New York | New York | New York,1 | 1 | 0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19.22,2016-01-06 09:18:30,2016-01-06 10:03:31,63.36,0,10.56,N,None | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10019 | 10019,-74.002754211425781,40.728641510009766,1,3,0.5,-73.9803996 | -73.9844951,40.7656668 | 40.7632328,0.3,52,0,-73.783500671386719,40.643699645996094,New York | New York,1 | 2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,2,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.10,2016-01-06 09:18:31,2016-01-06 09:37:55,13.8,0,0,N,None | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10019 | 10019,-73.982231140136719,40.765132904052734,2,1,0.5,-73.9803996 | -73.9844951,40.7656668 | 40.7632328,0.3,13,0,-73.954200744628906,40.767181396484375,New York | New York,1 | 2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7.00,2016-01-06 09:18:31,2016-01-06 09:45:17,38.19,5.54,6.35,N,None,None,None,None,-74.000205993652344,40.678451538085938,1,1,0.5,None,None,0.3,25.5,0,-73.983047485351563,40.734821319580078,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
15.90,2016-01-06 09:18:31,2016-01-06 09:51:40,69.99,5.54,11.65,N,None,None,None,None,-73.983627319335938,40.747642517089844,1,1,0.5,None,None,0.3,52,0,-73.78704833984375,40.64691162109375,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,2,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6.82,2016-01-06 09:18:31,2016-01-06 09:40:50,35.81,5.54,5.97,N,None,2016-01-01 09:00:00,New York,10003,-73.951728820800781,40.769489288330078,1,6,0.5,-73.9870210,40.7308580,0.3,23.5,0,-73.91217041015625,40.758941650390625,New York,0,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.25,2016-01-06 09:18:31,2016-01-06 09:25:55,9.36,0,1.56,N,None,None,None,None,-73.955703735351563,40.768482208251953,1,1,0.5,None,None,0.3,7,0,-73.959945678710937,40.778812408447266,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.25,2016-01-06 09:18:31,2016-01-06 09:39:17,17.76,0,2.96,N,None,None,None,None,-73.988136291503906,40.738006591796875,1,1,0.5,None,None,0.3,14,0,-73.982536315917969,40.763240814208984,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.10,2016-01-06 09:18:32,2016-01-06 09:48:56,29.75,0,4.95,N,2022-04-16 02:00:00 | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00,New York | New York,None | 10028,-73.993873596191406,40.735260009765625,1,1,0.5,-73.9651814 | -73.9634699,40.7745779 | 40.7792134,0.3,24,0,-74.014190673828125,40.708358764648437,New York | New York,1 | 2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.00,2016-01-06 09:18:32,2016-01-06 09:35:38,18.5,0,3.7,N,None | 2016-07-03 00:00:00,2016-01-01 00:00:00 | 2015-10-08 00:00:00,New York | New York,10019 | 10019,-73.986419677734375,40.734626770019531,1,1,0.5,-73.9803996 | -73.9844951,40.7656668 | 40.7632328,0.3,14,0,-74.01580810546875,40.716037750244141,New York | New York,1 | 2,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.10,2016-01-06 09:18:32,2016-01-06 09:41:58,18.95,0,3.15,N,None,2016-01-01 02:00:00,New York,10038,-73.955741882324219,40.781909942626953,1,1,0.5,-74.0081571,40.7090990,0.3,15,0,-73.962409973144531,40.758342742919922,New York,0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.40,2016-01-06 09:18:32,2016-01-06 09:55:33,29.12,0,5.82,N,None,None,None,None,-73.95587158203125,40.779304504394531,1,1,0.5,None,None,0.3,22.5,0,-73.989166259765625,40.741359710693359,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5.17,2016-01-06 09:18:32,2016-01-06 09:37:50,24.36,0,4.06,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.978904724121094,40.740768432617188,1,1,0.5,-73.968,40.759,0.3,19.5,0,-74.014930725097656,40.71307373046875,New York,2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
.40,2016-01-06 09:18:33,2016-01-06 09:20:32,5.15,0,0.85,N,None,None,None,None,-73.999580383300781,40.738510131835938,1,1,0.5,None,None,0.3,3.5,0,-74.002471923828125,40.734035491943359,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.30,2016-01-06 09:18:33,2016-01-06 09:45:32,22.55,0,3.75,N,None | None | None,2016-01-01 00:00:00 | 2016-01-01 00:00:00 | 2016-01-01 02:00:00,New York | New York | New York,None | None | 10038,-73.985786437988281,40.730953216552734,1,1,0.5,-74.0064 | -74.0064 | -74.0081571,40.7142 | 40.7142 | 40.7090990,0.3,18,0,-73.966621398925781,40.766292572021484,New York | New York | New York,1 | 1 | 0,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.50,2016-01-06 09:18:33,2016-01-06 09:37:02,14.3,0,1,N,None,None,None,None,-73.990219116210938,40.756256103515625,1,2,0.5,None,None,0.3,12.5,0,-73.981460571289063,40.745216369628906,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1.57,2016-01-06 09:18:33,2016-01-06 09:33:36,11.3,0,0,N,None,None,None,None,-73.952651977539063,40.783580780029297,2,3,0.5,None,None,0.3,10.5,0,-73.964553833007813,40.764812469482422,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2.11,2016-01-06 09:18:33,2016-01-06 09:27:32,11.76,0,1.96,N,None,None,None,None,-73.949569702148438,40.781150817871094,1,5,0.5,None,None,0.3,9,0,-73.97589111328125,40.776458740234375,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
10.76,2016-01-06 09:18:33,2016-01-06 09:40:10,42.84,5.54,5,N,2016-12-31 00:00:00,2016-01-01 00:00:00,New York,10022,-73.977134704589844,40.751945495605469,1,1,0.5,-73.968,40.759,0.3,31.5,0,-73.870529174804688,40.773757934570313,New York,2,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.76,2016-01-06 09:18:33,2016-01-06 09:43:30,22.56,0,3.76,N,None,None,None,None,-73.953651428222656,40.766941070556641,1,5,0.5,None,None,0.3,18,0,-73.944557189941406,40.808971405029297,None,None,2,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3.70,2016-01-06 09:18:34,2016-01-06 09:36:11,18.95,0,3.15,N,None,None,None,None,-74.014328002929688,40.709434509277344,1,1,0.5,None,None,0.3,15,0,-73.994804382324219,40.750400543212891,None,None,1,NY CITY CENTRAL PARK NY US,WBAN:94728,1,FM-15,None,None,None,None,None,None,None,None,None,None,None,None,-9999,-9999,None,None,None,-9999,-9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-73.9669,40.7889,7,None,VRB,25,-3.7,10.00,30.43,30.58,CLR:00,31,3,None,0.00,None,3,-16.1,30,-1.1,30.60,39.6,2016-01-06 09:51,None,None,None,2143,1220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
